,NAME,GEO_ID,2000,2010,2015
17807,"Beckley city, West Virginia",1600000US5405332,17614,17503,17375
17808,"Rupert town, West Virginia",1600000US5470828,942,961,902
17809,"Jane Lew town, West Virginia",1600000US5440828,409,443,365
17810,"Weston city, West Virginia",1600000US5485972,4110,4218,4096
17811,"McMechen city, West Virginia",1600000US5450260,1926,1541,1702
17812,"Craigsville CDP, West Virginia",1600000US5418604,2213,3129,1779
17813,"Albright town, West Virginia",1600000US5400748,299,325,327
17814,"Northfork town, West Virginia",1600000US5459428,429,582,320
17815,"Mason town, West Virginia",1600000US5452180,968,1056,966
17816,"Huntington city, West Virginia",1600000US5439460,49138,49228,48944
17817,"Oak Hill city, West Virginia",1600000US5460028,7730,7659,8249
17818,"Thurmond town, West Virginia",1600000US5480284,5,4,7
17819,"Lost Creek town, West Virginia",1600000US5448748,496,463,481
17820,"Chattaroy CDP, West Virginia",1600000US5414692,756,825,598
17821,"Red Jacket CDP, West Virginia",1600000US5467396,581,801,685
17822,"Belmont city, West Virginia",1600000US5406004,903,1176,1031
17823,"MacArthur CDP, West Virginia",1600000US5449564,1500,1441,1559
17824,"Morgantown city, West Virginia",1600000US5455756,29660,29076,30164
17825,"Newell CDP, West Virginia",1600000US5458420,1376,1044,1317
17826,"Montrose town, West Virginia",1600000US5455540,156,94,165
17827,"Brookhaven CDP, West Virginia",1600000US5410420,5171,5307,5384
17828,"Granville town, West Virginia",1600000US5432932,781,647,1966
17829,"Spencer city, West Virginia",1600000US5475820,2322,2547,2014
17830,"Matoaka town, West Virginia",1600000US5452420,227,274,212
17831,"Oakvale town, West Virginia",1600000US5460196,121,115,174
17832,"Crab Orchard CDP, West Virginia",1600000US5418508,2678,3007,2475
17833,"Barrackville town, West Virginia",1600000US5404612,1302,1427,1324
17834,"Pleasant Valley city, West Virginia",1600000US5464228,3149,3136,3180
17835,"Dimmitt city, Texas",1600000US4820464,4393,4248,4354
17836,"Ennis city, Texas",1600000US4824348,18513,18262,18758
17837,"Garrison city, Texas",1600000US4829060,895,919,897
17838,"Rancho Chico CDP, Texas",1600000US4860534,396,355,572
17839,"Tradewinds CDP, Texas",1600000US4873526,180,194,131
17840,"Tyler city, Texas",1600000US4874144,96900,94671,100806
17841,"Cedar Park city, Texas",1600000US4813552,48937,44887,60841
17842,"Sunset Valley city, Texas",1600000US4871324,749,462,821
17843,"Falfurrias city, Texas",1600000US4825368,4981,4280,4512
17844,"Iredell city, Texas",1600000US4836140,339,255,377
17845,"Sudan city, Texas",1600000US4870772,958,972,978
17846,"Darrouzett town, Texas",1600000US4819288,350,394,389
17847,"Lipscomb CDP, Texas",1600000US4842952,37,29,29
17848,"Manvel city, Texas",1600000US4846500,5179,4810,6690
17849,"Sealy city, Texas",1600000US4866464,6019,5962,6222
17850,"Sand Springs CDP, Texas",1600000US4865240,835,875,920
17851,"San Fernando CDP, Texas",1600000US4865378,68,0,39
17852,"San Juan CDP, Texas",1600000US4865532,129,71,182
17853,"Santa Anna CDP, Texas",1600000US4865678,13,0,47
17854,"Santa Rosa CDP, Texas",1600000US4865774,241,175,237
17855,"Santel CDP, Texas",1600000US4865777,44,286,0
17856,"Savannah CDP, Texas",1600000US4866000,3318,2117,4557
17857,"Seco Mines CDP, Texas",1600000US4866536,560,800,477
17858,"Webberville village, Texas",1600000US4876924,392,439,661
17859,"East Bernard city, Texas",1600000US4821988,2272,2433,2779
17860,"Meadows Place city, Texas",1600000US4847337,4660,4705,4730
17861,"César Chávez CDP, Texas",1600000US4814038,,1872,1700
17862,"Lopeño CDP, Texas",1600000US4843960,174,0,0
17863,"Salineño CDP, Texas",1600000US4864316,201,123,117
17864,"Salineño North CDP, Texas",1600000US4864322,115,56,26
17865,"Teague city, Texas",1600000US4872020,3560,3777,3546
17866,"Conroe city, Texas",1600000US4816432,56207,53270,63521
17867,"Panorama Village city, Texas",1600000US4855008,2170,2025,2013
17868,"Splendora city, Texas",1600000US4869548,1615,1689,1635
17869,"Circle D-KC Estates CDP, Texas",1600000US4814986,2393,2208,1962
17870,"Christine town, Texas",1600000US4814860,390,329,392
17871,"Bloomburg town, Texas",1600000US4808752,404,411,390
17872,"Domino town, Texas",1600000US4820848,93,89,102
17873,"McLean town, Texas",1600000US4845780,778,627,942
17874,"Panhandle town, Texas",1600000US4854960,2452,2379,2549
17875,"Thorndale city, Texas",1600000US4872776,1336,1415,1414
17876,"Schulenburg city, Texas",1600000US4866188,2852,2840,2892
17877,"South Fork Estates CDP, Texas",1600000US4868966,70,31,136
17878,"Rockdale city, Texas",1600000US4862672,5595,5766,5507
17879,"Bellmead city, Texas",1600000US4807408,9901,9732,10022
17880,"Crawford town, Texas",1600000US4817564,717,1146,671
17881,"Lacy-Lakeview city, Texas",1600000US4840168,6489,6318,6561
17882,"Lorena city, Texas",1600000US4844020,1691,2023,1896
17883,"McGregor city, Texas",1600000US4845672,4987,4917,5042
17884,"Runge town, Texas",1600000US4863788,1031,686,1128
17885,"Mountain City city, Texas",1600000US4849600,648,748,771
17886,"Granbury city, Texas",1600000US4830416,7978,7758,8750
17887,"Hooks city, Texas",1600000US4834736,2769,2783,2757
17888,"San Patricio city, Texas",1600000US4865612,395,527,448
17889,"Bullard town, Texas",1600000US4811212,2463,2267,2677
17890,"Aldine CDP, Texas",1600000US4801696,15869,14155,15310
17891,"Baytown city, Texas",1600000US4806128,71802,70429,74897
17892,"Bellaire city, Texas",1600000US4807300,16855,16550,17869
17893,"Cloverleaf CDP, Texas",1600000US4815628,22942,22849,23285
17894,"Hedwig Village city, Texas",1600000US4833068,2557,2493,2653
17895,"Summit CDP, Utah",1600000US4974040,160,237,142
17896,"Sutherland CDP, Utah",1600000US4974590,165,340,296
17897,"Teasdale CDP, Utah",1600000US4975470,191,26,132
17898,"Randolph town, Utah",1600000US4963020,464,690,535
17899,"Thatcher CDP, Utah",1600000US4975800,789,773,665
17900,"Thompson Springs CDP, Utah",1600000US4976180,39,21,85
17901,"Veyo CDP, Utah",1600000US4980310,483,392,492
17902,"Wanship CDP, Utah",1600000US4981190,400,274,497
17903,"West Wood CDP, Utah",1600000US4983730,844,693,738
17904,"Wolf Creek CDP, Utah",1600000US4984950,1336,957,800
17905,"Beryl Junction CDP, Utah",1600000US4905380,197,390,0
17906,"Bluebell CDP, Utah",1600000US4906590,293,268,149
17907,"Bonanza CDP, Utah",1600000US4906920,1,0,0
17908,"Carbonville CDP, Utah",1600000US4910440,1567,1459,1558
17909,"Northport town, Washington",1600000US5350045,295,325,334
17910,"Baring CDP, Washington",1600000US5304300,220,173,164
17911,"Lake Morton-Berrydale CDP, Washington",1600000US5337567,10160,9691,9921
17912,"Mirrormont CDP, Washington",1600000US5346215,3659,3917,3763
17913,"Newcastle city, Washington",1600000US5348645,10380,9868,10994
17914,"Pacific city, Washington",1600000US5352495,6606,6455,6954
17915,"Redmond city, Washington",1600000US5357535,54144,52124,57959
17916,"Riverbend CDP, Washington",1600000US5358742,2132,2011,2121
17917,"Browns Point CDP, Washington",1600000US5308325,1198,,1260
17918,"Dollars Corner CDP, Washington",1600000US5318198,1108,,1101
17919,"Fairfield town, Washington",1600000US5322990,612,858,464
17920,"Pasco city, Washington",1600000US5353545,59781,54116,67391
17921,"South Bend city, Washington",1600000US5365625,1637,1817,1703
17922,"Gold Bar city, Washington",1600000US5327365,2075,2464,2193
17923,"Lake Bosworth CDP, Washington",1600000US5337077,667,462,554
17924,"Maltby CDP, Washington",1600000US5342415,10830,11664,11220
17925,"Tokeland CDP, Washington",1600000US5371680,151,137,240
17926,"Tanglewilde CDP, Washington",1600000US5370280,5892,5803,6110
17927,"Torboy CDP, Washington",1600000US5371995,49,0,126
17928,"Twin Lakes CDP, Washington",1600000US5373065,59,95,103
17929,"Union CDP, Washington",1600000US5373255,631,526,345
17930,"Upper Elochoman CDP, Washington",1600000US5373580,193,308,51
17931,"Valley CDP, Washington",1600000US5373885,146,67,163
17932,"Vaughn CDP, Washington",1600000US5374445,544,425,527
17933,"Wauna CDP, Washington",1600000US5376615,4186,3882,4451
17934,"Whidbey Island Station CDP, Washington",1600000US5378155,1541,3071,1938
17935,"Wilderness Rim CDP, Washington",1600000US5378780,1523,1331,1476
17936,"Willapa CDP, Washington",1600000US5378995,210,217,233
17937,"Wollochet CDP, Washington",1600000US5379555,6651,6462,5930
17938,"Renton city, Washington",1600000US5357745,90927,86372,97234
17939,"Skykomish town, Washington",1600000US5364855,198,125,130
17940,"Covington city, Washington",1600000US5315290,17575,16814,18689
17941,"Duvall city, Washington",1600000US5319035,6695,6271,7373
17942,"Fall City CDP, Washington",1600000US5323200,1993,2068,1729
17943,"Federal Way city, Washington",1600000US5323515,89306,87792,92859
17944,"Maple Heights-Lake Desire CDP, Washington",1600000US5343062,3152,2997,3416
17945,"Maple Valley city, Washington",1600000US5343150,22684,20974,24682
17946,"Mercer Island city, Washington",1600000US5345005,22699,22376,24120
17947,"Starbuck town, Washington",1600000US5367490,129,107,90
17948,"Camas city, Washington",1600000US5309480,19355,18348,20890
17949,"Washougal city, Washington",1600000US5376405,14095,13223,14777
17950,"Yacolt town, Washington",1600000US5379975,1566,1487,1819
17951,"Lamont town, Washington",1600000US5338215,70,136,84
17952,"St. John town, Washington",1600000US5360860,537,504,597
17953,"Lake Cavanaugh CDP, Washington",1600000US5337105,167,143,125
17954,"Port Orchard city, Washington",1600000US5355785,11144,10734,13004
17955,"Edgewood city, Washington",1600000US5320645,9387,9369,9600
17956,"Parkland CDP, Washington",1600000US5353335,35803,35413,36318
17957,"Roby city, Texas",1600000US4862612,643,828,772
17958,"Lakeport city, Texas",1600000US4840696,974,1057,1097
17959,"Liberty City CDP, Texas",1600000US4842616,2351,2223,2177
17960,"Crowell city, Texas",1600000US4817948,948,1042,773
17961,"Timpson city, Texas",1600000US4873076,1155,1329,1385
17962,"Grandfalls town, Texas",1600000US4830440,360,486,331
17963,"Wickett town, Texas",1600000US4879036,498,438,452
17964,"Holliday city, Texas",1600000US4834532,1758,1675,1614
17965,"Pecan Gap city, Texas",1600000US4856468,203,210,231
17966,"Townsend city, Tennessee",1600000US4774860,448,724,426
17967,"Bulls Gap town, Tennessee",1600000US4709560,738,713,593
17968,"Alcoa city, Tennessee",1600000US4700540,8449,8473,8737
17969,"Rockford city, Tennessee",1600000US4764160,856,925,789
17970,"Newport city, Tennessee",1600000US4753000,6945,7023,6874
17971,"Parsons city, Tennessee",1600000US4757080,2373,2739,2542
17972,"Samburg town, Tennessee",1600000US4766360,217,325,180
17973,"South Fulton city, Tennessee",1600000US4769900,2354,1893,2448
17974,"Rufus city, Oregon",1600000US4164200,249,217,242
17975,"Grants Pass city, Oregon",1600000US4130550,34533,33883,36378
17976,"Portland city, Oregon",1600000US4159000,583776,566686,612206
17977,"Raleigh Hills CDP, Oregon",1600000US4160900,5896,6691,5751
17978,"Terrebonne CDP, Oregon",1600000US4172800,1257,1173,1182
17979,"Four Corners CDP, Oregon",1600000US4126750,15947,15798,16483
17980,"Hubbard city, Oregon",1600000US4135450,3173,3064,3219
17981,"Jefferson city, Oregon",1600000US4137250,3098,2987,3174
17982,"Mill City city, Oregon",1600000US4148150,1855,1477,1781
17983,"Butte Falls town, Oregon",1600000US4110050,423,523,391
17984,"Arlington city, Oregon",1600000US4102800,586,500,596
17985,"Rockcreek CDP, Oregon",1600000US4163010,9316,9778,9245
17986,"West Haven-Sylvan CDP, Oregon",1600000US4180025,8001,7016,7991
17987,"Halfway city, Oregon",1600000US4131650,288,386,314
17988,"Lonerock city, Oregon",1600000US4143400,21,35,18
17989,"Sisters city, Oregon",1600000US4167950,2038,1904,2596
17990,"Idanha city, Oregon",1600000US4135800,134,189,198
17991,"Keizer city, Oregon",1600000US4138500,36478,35729,37115
17992,"Eola CDP, Oregon",1600000US4123550,45,26,0
17993,"Sandy city, Oregon",1600000US4165250,9570,8860,10134
17994,"Deschutes River Woods CDP, Oregon",1600000US4119020,5077,6007,5328
17995,"Donald city, Oregon",1600000US4120100,979,856,1115
17996,"Mehama CDP, Oregon",1600000US4147300,292,250,196
17997,"Sublimity city, Oregon",1600000US4170700,2681,2606,2796
17998,"Woodburn city, Oregon",1600000US4183750,24080,23247,24496
17999,"Gaston city, Oregon",1600000US4128100,637,592,616
18000,"Hillsboro city, Oregon",1600000US4134100,91611,88125,97751
18001,"Sherwood city, Oregon",1600000US4167100,18194,17117,18880
18002,"Wilsonville city, Oregon",1600000US4182800,19509,18900,20837
18003,"Gresham city, Oregon",1600000US4131250,105594,101450,109308
18004,"Dallas city, Oregon",1600000US4117700,14583,14348,14896
18005,"Monmouth city, Oregon",1600000US4149550,9534,9283,9869
18006,"Wood Village city, Oregon",1600000US4183950,3878,3680,3971
18007,"Haines city, Oregon",1600000US4131600,416,338,406
18008,"Eagle Point city, Oregon",1600000US4121550,8469,7869,8701
18009,"Talent city, Oregon",1600000US4172500,6066,6033,6244
18010,"Barlow city, Oregon",1600000US4104000,135,136,147
18011,"Jeffers Gardens CDP, Oregon",1600000US4137202,368,,344
18012,"Butteville CDP, Oregon",1600000US4110100,265,115,150
18013,"Gervais city, Oregon",1600000US4128650,2464,1773,2562
18014,"St. Paul city, Oregon",1600000US4164850,421,343,386
18015,"Turner city, Oregon",1600000US4175150,1854,2052,2525
18016,"Banks city, Oregon",1600000US4103850,1777,2001,1580
18017,"Cedar Hills CDP, Oregon",1600000US4112050,8300,8323,8811
18018,"Garden Home-Whitford CDP, Oregon",1600000US4127825,6674,6029,6138
18019,"Cave Junction city, Oregon",1600000US4111850,1883,1705,2002
18020,"Kirkpatrick CDP, Oregon",1600000US4139566,179,213,145
18021,"Pendleton city, Oregon",1600000US4157150,16612,16651,16882
18022,"Riverside CDP, Oregon",1600000US4162412,199,156,148
18023,"Tutuilla CDP, Oregon",1600000US4175185,487,492,497
18024,"Elloree town, South Carolina",1600000US4523470,692,638,712
18025,"Oswego CDP, South Carolina",1600000US4553485,84,45,11
18026,"South Sumter CDP, South Carolina",1600000US4568177,2411,2414,2255
18027,"Seneca city, South Carolina",1600000US4565095,8102,8024,8184
18028,"Blythewood town, South Carolina",1600000US4507255,2034,1459,2479
18029,"Forest Acres city, South Carolina",1600000US4526305,10361,10412,10545
18030,"Irmo town, South Carolina",1600000US4535890,11097,11085,11704
18031,"Gaffney city, South Carolina",1600000US4528060,12414,12492,12562
18032,"Dillon city, South Carolina",1600000US4519420,6788,6740,6705
18033,"Hardeeville city, South Carolina",1600000US4532245,2952,2985,4353
18034,"Brunson town, South Carolina",1600000US4509865,554,326,547
18035,"Yemassee town, South Carolina",1600000US4579450,1027,1075,893
18036,"Gantt CDP, South Carolina",1600000US4528375,14229,13874,14693
18037,"Golden Grove CDP, South Carolina",1600000US4529635,2467,3047,2404
18038,"Slater-Marietta CDP, South Carolina",1600000US4566917,2176,2291,2386
18039,"Brookdale CDP, South Carolina",1600000US4509527,4873,4329,4289
18040,"Livingston town, South Carolina",1600000US4542100,136,121,152
18041,"Norway town, South Carolina",1600000US4551550,337,260,300
18042,"Wilkinson Heights CDP, South Carolina",1600000US4577672,2493,2274,2723
18043,"Woodford town, South Carolina",1600000US4578910,185,177,160
18044,"Lane town, South Carolina",1600000US4540210,508,1056,472
18045,"Hunter CDP, Tennessee",1600000US4736500,1854,1475,1684
18046,"Jasper town, Tennessee",1600000US4737820,3279,3268,3278
18047,"Monteagle town, Tennessee",1600000US4749740,1192,1614,1436
18048,"Oneida town, Tennessee",1600000US4755860,3752,3815,3730
18049,"Garland town, Tennessee",1600000US4728680,310,333,310
18050,"Kingsport city, Tennessee",1600000US4739560,48205,47852,52898
18051,"Morrison town, Tennessee",1600000US4750220,694,541,613
18052,"Franklin city, Tennessee",1600000US4727740,62487,59905,68549
18053,"Savannah city, Tennessee",1600000US4766720,6982,7011,7032
18054,"Morristown city, Tennessee",1600000US4750280,29137,28749,29247
18055,"Lake City city, Tennessee",1600000US4740240,1781,1544,1812
18056,"Ashland City town, Tennessee",1600000US4702180,4541,4405,4650
18057,"Pegram town, Tennessee",1600000US4757480,2093,2300,2166
18058,"Cumberland Gap town, Tennessee",1600000US4718880,494,190,427
18059,"Caryville town, Tennessee",1600000US4711360,2297,2255,2418
18060,"Troy town, Tennessee",1600000US4775240,1371,1634,1450
18061,"Oak Ridge city, Tennessee",1600000US4755120,29330,28925,29310
18062,"Rockwood city, Tennessee",1600000US4764440,5562,5592,5466
18063,"Smyrna town, Tennessee",1600000US4769420,39974,38102,43580
18064,"Hohenwald city, Tennessee",1600000US4735160,3757,3734,3699
18065,"Lenoir City city, Tennessee",1600000US4741760,8642,8360,8943
18066,"Orme town, Tennessee",1600000US4756040,126,109,125
18067,"Powells Crossroads town, Tennessee",1600000US4760500,1322,1204,1359
18068,"Brighton town, Tennessee",1600000US4708500,2735,2579,2954
18069,"Covington city, Tennessee",1600000US4717680,9038,9016,9036
18070,"Bartlett city, Tennessee",1600000US4703440,54613,52754,58107
18071,"Crab Orchard city, Tennessee",1600000US4717840,752,749,786
18072,"Lake Tansi CDP, Tennessee",1600000US4740560,3803,3435,3972
18073,"Tusculum city, Tennessee",1600000US4775560,2663,2587,2677
18074,"Church Hill city, Tennessee",1600000US4714980,6737,6630,6725
18075,"Maynardville city, Tennessee",1600000US4746700,2413,2250,2425
18076,"Hornbeak town, Tennessee",1600000US4736000,424,371,392
18077,"Harriman city, Tennessee",1600000US4732520,6350,6503,6267
18078,"Adams city, Tennessee",1600000US4700200,633,565,840
